Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
377,MAHARASHTRA,NASIK COMMR.,2001,husband shouted at wife during dinner,Medium
378,MAHARASHTRA,NASIK RURAL,2001,wife denied her personal freedom,Medium
379,MAHARASHTRA,NAVI MUMBAI,2001,husband insulted wife about her friends,Low
380,MAHARASHTRA,OSMANABAD,2001,wife humiliated in front of husbands coworkers,Medium
381,MAHARASHTRA,PARBHANI,2001,husband insulted wife about her family often,Low
382,MAHARASHTRA,PUNE COMMR.,2001,wife forced to stay silent in arguments,Low
383,MAHARASHTRA,PUNE RLY.,2001,husband insulted wife about her age,Low
384,MAHARASHTRA,PUNE RURAL,2001,wife denied support when sick,Medium
385,MAHARASHTRA,RAIGAD,2001,husband insulted wife for not cooking properly,Low
386,MAHARASHTRA,RATNAGIRI,2001,wife excluded from planning family events,Medium
387,MAHARASHTRA,SANGLI,2001,husband insulted wife about her income,Low
388,MAHARASHTRA,SATARA,2001,wife humiliated at religious gathering,Medium
389,MAHARASHTRA,SINDHUDURG,2001,husband insulted wife in front of strangers,Low
390,MAHARASHTRA,SOLAPUR COMMR.,2001,wife denied her savings by husband,Medium
391,MAHARASHTRA,SOLAPUR RURAL,2001,husband insulted wife for small mistakes,Low
392,MAHARASHTRA,THANE COMMR.,2001,wife excluded from decisions about children,Medium
393,MAHARASHTRA,THANE RURAL,2001,husband insulted wife during phone calls,Low
394,MAHARASHTRA,WARDHA,2001,wife humiliated in front of relatives often,Medium
395,MAHARASHTRA,WASHIM,2001,husband insulted wife about her health,Low
396,MAHARASHTRA,YAVATMAL,2001,wife denied emotional support constantly,Medium
397,MAHARASHTRA,TOTAL,2001,husband insulted wife during travel,Low
398,MANIPUR,BISHNUPUR,2001,wife excluded from vacations,Medium
399,MANIPUR,CHANDEL,2001,husband insulted wife for not cleaning,Low
400,MANIPUR,CHURACHANDPUR,2001,wife humiliated in front of family constantly,Medium
401,MANIPUR,IMPHAL(EAST),2001,husband insulted wife for forgetting things,Low
402,MANIPUR,IMPHAL(WEST),2001,wife denied her own money,Medium
403,MANIPUR,SENAPATI,2001,husband insulted wife about her weight,Low
404,MANIPUR,TAMENGLONG,2001,wife excluded from celebrations regularly,Medium
405,MANIPUR,THOUBAL,2001,husband insulted wife cruelly in the morning,Low
406,MANIPUR,UKHRUL,2001,wife humiliated during parties,Medium
407,MANIPUR,TOTAL,2001,husband insulted wife before neighbors,Low
408,MEGHALAYA,GARO HILLS EAST,2001,wife excluded from property discussions,Medium
409,MEGHALAYA,GARO HILLS SOUTH,2001,husband insulted wife about her habits,Low
410,MEGHALAYA,GARO HILLS WEST,2001,wife denied chance to speak freely,Medium
411,MEGHALAYA,JAINTIA HILLS,2001,husband insulted wife in daily life,Low
412,MEGHALAYA,KHASI HILLS EAST,2001,wife humiliated without fair reason,Medium
413,MEGHALAYA,KHASI HILLS WEST,2001,husband insulted wife for speaking out,Low
414,MEGHALAYA,RI-BHOI,2001,wife excluded from family conversations,Medium
415,MEGHALAYA,TOTAL,2001,husband insulted wife about her work,Low
416,MIZORAM,AIZAWL,2001,wife denied her happiness every day,Medium
417,MIZORAM,CHAMPHAI,2001,husband insulted wife harshly in arguments,Low
418,MIZORAM,KOLASIB,2001,wife humiliated with public insults,Medium
419,MIZORAM,LAWNGTLAI,2001,husband insulted wife in front of guests daily,Low
420,MIZORAM,LUNGLEI,2001,wife excluded from gatherings often,Medium
421,MIZORAM,MAMIT,2001,husband insulted wife without cause daily,Low
422,MIZORAM,SAIHA,2001,wife humiliated during household chores,Medium
423,MIZORAM,SERCHHIP,2001,husband insulted wife in anger every day,Low
424,MIZORAM,TOTAL,2001,wife denied peace at home constantly,Medium
425,NAGALAND,DIMAPUR,2001,husband insulted wife about her opinions,Low
426,NAGALAND,KIPHIRE,2001,wife excluded from making household choices,Medium
427,NAGALAND,KOHIMA,2001,husband insulted wife before relatives daily,Low
428,NAGALAND,MOKOKCHUNG,2001,wife humiliated during meals,Medium
429,NAGALAND,MON,2001,husband insulted wife harshly in meetings,Low
430,NAGALAND,PEREN,2001,wife excluded from outings daily,Medium
431,NAGALAND,PHEK,2001,husband insulted wife at public functions,Low
432,NAGALAND,TUENSANG,2001,wife humiliated without relief,Medium
433,NAGALAND,WOKHA,2001,husband insulted wife constantly in gatherings,Low
434,NAGALAND,ZUNHEBOTO,2001,wife excluded from decisions about travel,Medium
435,NAGALAND,TOTAL,2001,husband insulted wife during family talks,Low
436,ODISHA,ANGUL,2001,wife humiliated unfairly every evening,Medium
437,ODISHA,BALASORE,2001,husband insulted wife cruelly during meals,Low
438,ODISHA,BARAGARH,2001,wife excluded from social life constantly,Medium
439,ODISHA,BERHAMPUR,2001,husband insulted wife again during festivals,Low
440,ODISHA,BHADRAK,2001,wife humiliated continuously every day,Medium
441,ODISHA,BOLANGIR,2001,husband insulted wife harshly in the morning,Low
442,ODISHA,BOUDH,2001,wife denied voice in decisions,Medium
443,ODISHA,CUTTACK,2001,husband insulted wife at workplace meetings,Low
444,ODISHA,DEOGARH,2001,wife humiliated in daily conversations,Medium
445,ODISHA,DHENKANAL,2001,husband insulted wife again without reason,Low
446,ODISHA,GAJAPATI,2001,wife excluded from all financial matters,Medium
447,ODISHA,GANJAM,2001,husband insulted wife daily at night,Low
448,ODISHA,JAGATSINGHPUR,2001,wife humiliated unfairly at gatherings,Medium
449,ODISHA,JAJPUR,2001,husband insulted wife in front of family always,Low
450,ODISHA,JHARSUGUDA,2001,wife denied her own respect,Medium
451,ODISHA,KALAHANDI,2001,husband insulted wife cruelly when drunk,Low
452,ODISHA,KANDHAMAL,2001,wife excluded from home events constantly,Medium
453,ODISHA,KENDRAPARA,2001,husband insulted wife loudly every day,Low
454,ODISHA,KEONJHAR,2001,wife humiliated when speaking out,Medium
455,ODISHA,KHURDA,2001,husband insulted wife during holidays,Low
456,ODISHA,KORAPUT,2001,wife excluded from property rights,Medium
457,ODISHA,MALKANGIR,2001,husband insulted wife unfairly every night,Low
458,ODISHA,MAYURBHANJ,2001,wife humiliated in arguments daily,Low
459,ODISHA,NAYAGARH,2001,husband insulted wife repeatedly at dinners,Low
460,ODISHA,NOWRANGPUR,2001,wife excluded from family parties,Medium
461,ODISHA,NUAPADA,2001,husband insulted wife cruelly every evening,Low
462,ODISHA,PURI,2001,wife humiliated harshly before relatives,Medium
463,ODISHA,RAYAGADA,2001,husband insulted wife during special occasions,Low
464,ODISHA,ROURKELA,2001,wife excluded from all discussions,Medium
465,ODISHA,SAMBALPUR,2001,husband insulted wife about her cooking daily,Low
466,ODISHA,SONEPUR,2001,wife humiliated in front of everyone,Medium
467,ODISHA,SRP(CUTTACK),2001,husband insulted wife unfairly at home,Low
468,ODISHA,SRP(ROURKELA),2001,wife excluded from her own choices daily,Medium
469,ODISHA,SUNDARGARH,2001,husband insulted wife brutally in gatherings,Low
470,ODISHA,TOTAL,2001,wife humiliated constantly by insults,Medium
471,PUNJAB,AMRITSAR,2001,husband insulted wife daily about money,Low
472,PUNJAB,BARNALA,2001,wife excluded from any say in marriage,Medium
473,PUNJAB,BATALA,2001,husband insulted wife harshly at family events,Low
474,PUNJAB,BHATINDA,2001,wife humiliated during every argument,Low
475,PUNJAB,FARIDKOT,2001,husband insulted wife at religious events,Low
476,PUNJAB,FATEHGARH SAHIB,2001,wife excluded from social functions,Medium
477,PUNJAB,FEROZEPUR,2001,husband insulted wife again during meals daily,Low
478,PUNJAB,G.R.P,2001,wife humiliated constantly in front of others,Medium
479,PUNJAB,GURDASPUR,2001,husband insulted wife cruelly without cause,Low
480,PUNJAB,HOSHIARPUR,2001,wife excluded from financial rights,Medium
481,PUNJAB,JAGRAON,2001,husband insulted wife harshly at meetings,Low
482,PUNJAB,JALANDHAR,2001,wife humiliated daily at work parties,Medium
483,PUNJAB,KAPURTHALA,2001,husband insulted wife again before family,Low
484,PUNJAB,KHANNA,2001,wife excluded from choices about life,Medium
485,PUNJAB,LUDHIANA,2001,husband insulted wife unfairly each evening,Low
486,PUNJAB,MAJITHA,2001,wife humiliated with shouting daily,Medium
487,PUNJAB,MANSA,2001,husband insulted wife daily during chores,Low
488,PUNJAB,MOGA,2001,wife excluded from making plans,Medium
489,PUNJAB,MUKTSAR,2001,husband insulted wife cruelly at breakfast,Low
490,PUNJAB,NAWAN SHAHR,2001,wife humiliated endlessly by words,Medium
491,PUNJAB,PATIALA,2001,husband insulted wife without respect daily,Low
492,PUNJAB,ROPAR,2001,wife excluded from decisions on spending,Medium
493,PUNJAB,SANGRUR,2001,husband insulted wife every single night,Low
494,PUNJAB,TARN TARAN,2001,wife humiliated during family dinners,Medium
495,PUNJAB,TOTAL,2001,husband insulted wife constantly in public,Low
496,RAJASTHAN,AJMER,2001,wife excluded from discussions at home,Medium
497,RAJASTHAN,ALWAR,2001,husband insulted wife unfairly at holidays,Low
498,RAJASTHAN,BANSWARA,2001,wife humiliated daily without relief,Medium
499,RAJASTHAN,BARAN,2001,husband insulted wife about her looks constantly,Low
500,RAJASTHAN,BARMER,2001,wife excluded from neighborhood events,Medium
501,RAJASTHAN,BHARATPUR,2001,husband insulted wife at community meetings,Low
502,RAJASTHAN,BHILWARA,2001,wife humiliated harshly at home,Medium
503,RAJASTHAN,BIKANER,2001,husband insulted wife unfairly at church,Low
504,RAJASTHAN,BUNDI,2001,wife excluded from family respect,Medium
505,RAJASTHAN,CHITTORGARH,2001,husband insulted wife cruelly at work events,Low
506,RAJASTHAN,CHURU,2001,wife humiliated repeatedly without cause,Medium
507,RAJASTHAN,DAUSA,2001,husband insulted wife daily in the morning,Low
508,RAJASTHAN,DHOLPUR,2001,wife excluded from evening gatherings,Medium
509,RAJASTHAN,DUNGARPUR,2001,husband insulted wife harshly at lunch,Low
510,RAJASTHAN,G.R.P.,2001,wife humiliated at dinner daily,Medium
511,RAJASTHAN,GANGANAGAR,2001,husband insulted wife cruelly at night,Low
512,RAJASTHAN,HANUMANGARH,2001,wife excluded from family outings daily,Medium
513,RAJASTHAN,JAIPUR,2001,husband insulted wife again during visits,Low
514,RAJASTHAN,JAISALMER,2001,wife humiliated endlessly without mercy,Medium
515,RAJASTHAN,JALORE,2001,husband insulted wife unfairly at family talks,Low
516,RAJASTHAN,JHALAWAR,2001,wife excluded from birthday parties,Medium
517,RAJASTHAN,JHUNJHUNU,2001,husband insulted wife brutally during meals,Low
518,RAJASTHAN,JODHPUR,2001,wife humiliated unfairly at every gathering,Medium
519,RAJASTHAN,KARAULI,2001,husband insulted wife cruelly at family events,Low
520,RAJASTHAN,KOTA,2001,wife excluded from every joyful event,Medium
521,RAJASTHAN,NAGAUR,2001,husband insulted wife again during discussions,Low
522,RAJASTHAN,PALI,2001,wife humiliated at every festival,Medium
523,RAJASTHAN,RAJSAMAND,2001,husband insulted wife unfairly at outings,Low
524,RAJASTHAN,SAWAI MADHOPUR,2001,wife excluded from financial control,Medium
525,RAJASTHAN,SIKAR,2001,husband insulted wife cruelly when angry,Low
526,RAJASTHAN,SIROHI,2001,wife humiliated constantly in gatherings,Medium
527,RAJASTHAN,TONK,2001,husband insulted wife daily in front of friends,Low
528,RAJASTHAN,UDAIPUR,2001,wife excluded from property documents,Medium
529,RAJASTHAN,TOTAL,2001,husband insulted wife during visits daily,Low
530,SIKKIM,EAST,2001,wife humiliated harshly in private,Medium
531,SIKKIM,NORTH,2001,husband insulted wife unfairly before relatives,Low
532,SIKKIM,SOUTH,2001,wife excluded from her salary,Medium
533,SIKKIM,WEST,2001,husband insulted wife cruelly during arguments,Low
534,SIKKIM,TOTAL,2001,wife humiliated repeatedly in gatherings,Medium
535,TAMIL NADU,ARIYALUR,2001,husband insulted wife daily before neighbors,Low
536,TAMIL NADU,CHENGAI,2001,wife excluded from family conversations daily,Medium
537,TAMIL NADU,CHENNAI,2001,husband insulted wife in front of children daily,Low
538,TAMIL NADU,CHENNAI RLY.,2001,wife humiliated unfairly with harsh words,Medium
539,TAMIL NADU,COIMBATORE RURAL,2001,husband insulted wife at every meal,Low
540,TAMIL NADU,COIMBATORE URBAN,2001,wife excluded from home decisions daily,Medium
541,TAMIL NADU,CUDDALORE,2001,husband insulted wife cruelly in gatherings daily,Low
542,TAMIL NADU,DHARMAPURI,2001,wife humiliated endlessly in private,Medium
543,TAMIL NADU,DINDIGUL,2001,husband insulted wife daily during chores,Low
544,TAMIL NADU,ERODE,2001,wife excluded from family occasions constantly,Medium
545,TAMIL NADU,KANCHIPURAM,2001,husband insulted wife unfairly with insults,Low
546,TAMIL NADU,KANYAKUMARI,2001,wife humiliated constantly in front of family,Medium
547,TAMIL NADU,KARUR,2001,husband insulted wife again daily,Low
548,TAMIL NADU,MADURAI RURAL,2001,wife excluded from her freedom daily,Medium
549,TAMIL NADU,MADURAI URBAN,2001,husband insulted wife brutally in private,Low
550,TAMIL NADU,NAGAPATTINAM,2001,wife humiliated during home gatherings,Medium
551,TAMIL NADU,NAMAKKAL,2001,husband insulted wife harshly without pause,Low
552,TAMIL NADU,NILGIRIS,2001,wife excluded from important talks daily,Medium
553,TAMIL NADU,PERAMBALUR,2001,husband insulted wife daily with shouting,Low
554,TAMIL NADU,PUDUKOTTAI,2001,wife humiliated repeatedly every night,Medium
555,TAMIL NADU,RAMNATHAPURAM,2001,husband insulted wife cruelly during meals daily,Low
556,TAMIL NADU,SALEM RURAL,2001,wife excluded from family life constantly,Medium
557,TAMIL NADU,SALEM URBAN,2001,husband insulted wife daily in gatherings,Low
558,TAMIL NADU,SIVAGANGAI,2001,wife humiliated endlessly every day,Medium
559,TAMIL NADU,THANJAVUR,2001,husband shouted at wife during arguments daily,Low
560,TAMIL NADU,THENI,2001,wife humiliated at every social event,Medium
561,TAMIL NADU,THIRUNELVELI RURAL,2001,husband insulted wife repeatedly in front of family,Low
562,TAMIL NADU,THIRUNELVELI URBAN,2001,wife denied her freedom every day,Medium
563,TAMIL NADU,THIRUVALLUR,2001,husband insulted wife at morning breakfast,Low
564,TAMIL NADU,THIRUVANNAMALAI,2001,wife humiliated during community meetings,Medium
565,TAMIL NADU,THIRUVARUR,2001,husband insulted wife cruelly in front of neighbors,Low
566,TAMIL NADU,THOOTHUGUDI,2001,wife excluded from family planning talks,Medium
567,TAMIL NADU,TRICHY RLY.,2001,husband insulted wife daily at gatherings,Low
568,TAMIL NADU,TRICHY RURAL,2001,wife humiliated with constant insults,Medium
569,TAMIL NADU,TRICHY URBAN,2001,husband insulted wife harshly at home daily,Low
570,TAMIL NADU,VELLORE,2001,wife excluded from speaking freely,Medium
571,TAMIL NADU,VILLUPURAM,2001,husband insulted wife unfairly in front of relatives,Low
572,TAMIL NADU,VIRUDHUNAGAR,2001,wife humiliated repeatedly every day,Medium
573,TAMIL NADU,TOTAL,2001,husband insulted wife cruelly when guests visited,Low
574,TRIPURA,DHALAI,2001,wife excluded from decisions on spending money,Medium
575,TRIPURA,NORTH,2001,husband insulted wife daily in front of children,Low
576,TRIPURA,SOUTH,2001,wife humiliated unfairly at home,Medium
577,TRIPURA,WEST,2001,husband insulted wife again during dinner,Low
578,TRIPURA,TOTAL,2001,wife excluded from financial choices daily,Medium
579,UTTAR PRADESH,AGRA,2001,husband insulted wife at public gatherings,Low
580,UTTAR PRADESH,ALIGARH,2001,wife humiliated constantly without reason,Medium
581,UTTAR PRADESH,ALLAHABAD,2001,husband insulted wife cruelly during parties,Low
582,UTTAR PRADESH,AMBEDKAR NAGAR,2001,wife excluded from family celebrations,Medium
583,UTTAR PRADESH,AURAIYA,2001,husband insulted wife daily in social events,Low
584,UTTAR PRADESH,AZAMGARH,2001,wife humiliated with angry shouting,Medium
585,UTTAR PRADESH,BADAUN,2001,husband insulted wife harshly at community events,Low
586,UTTAR PRADESH,BAGHPAT,2001,wife excluded from her own life decisions,Medium
587,UTTAR PRADESH,BAHRAICH,2001,husband insulted wife unfairly during ceremonies,Low
588,UTTAR PRADESH,BALLIA,2001,wife humiliated every morning by insults,Medium
589,UTTAR PRADESH,BALRAMPUR,2001,husband insulted wife cruelly during holidays,Low
590,UTTAR PRADESH,BANDA,2001,wife excluded from important events daily,Medium
591,UTTAR PRADESH,BARABANKI,2001,husband insulted wife daily in private arguments,Low
592,UTTAR PRADESH,BAREILLY,2001,wife humiliated endlessly without relief,Medium
593,UTTAR PRADESH,BASTI,2001,husband insulted wife harshly during gatherings,Low
594,UTTAR PRADESH,BIJNOR,2001,wife excluded from family happiness,Medium
595,UTTAR PRADESH,BULANDSHAHAR,2001,husband insulted wife unfairly at meals daily,Low
596,UTTAR PRADESH,CHANDOLI,2001,wife humiliated every night with shouting,Medium
597,UTTAR PRADESH,CHITRAKOOT DHAM,2001,husband insulted wife cruelly at church,Low
598,UTTAR PRADESH,DEORIA,2001,wife excluded from household discussions daily,Medium
599,UTTAR PRADESH,ETAH,2001,husband insulted wife daily with no reason,Low
600,UTTAR PRADESH,ETAWAH,2001,wife humiliated with loud insults,Medium
601,UTTAR PRADESH,FAIZABAD,2001,husband insulted wife harshly every morning,Low
602,UTTAR PRADESH,FATEHGARH,2001,wife excluded from property rights daily,Medium
603,UTTAR PRADESH,FATEHPUR,2001,husband insulted wife cruelly at breakfast,Low
604,UTTAR PRADESH,FIROZABAD,2001,wife humiliated daily at lunch,Medium
605,UTTAR PRADESH,G.R.P.,2001,husband insulted wife unfairly during family visits,Low
606,UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,wife excluded from social respect,Medium
607,UTTAR PRADESH,GHAZIABAD,2001,husband insulted wife daily in public places,Low
608,UTTAR PRADESH,GHAZIPUR,2001,wife humiliated constantly at home,Medium
609,UTTAR PRADESH,GONDA,2001,husband insulted wife harshly during dinner,Low
610,UTTAR PRADESH,GORAKHPUR,2001,wife excluded from gatherings regularly,Medium
611,UTTAR PRADESH,HAMIRPUR,2001,husband insulted wife unfairly at parties,Low
612,UTTAR PRADESH,HARDOI,2001,wife humiliated at evening meals,Medium
613,UTTAR PRADESH,HATHRAS,2001,husband insulted wife cruelly at social events,Low
614,UTTAR PRADESH,J.P.NAGAR,2001,wife excluded from family outings regularly,Medium
615,UTTAR PRADESH,JALAUN,2001,husband insulted wife daily at celebrations,Low
616,UTTAR PRADESH,JAUNPUR,2001,wife humiliated without cause every day,Medium
617,UTTAR PRADESH,JHANSI,2001,husband insulted wife harshly during visits,Low
618,UTTAR PRADESH,KANNAUJ,2001,wife excluded from her freedom to speak,Medium
619,UTTAR PRADESH,KANPUR DEHAT,2001,husband insulted wife unfairly at dinners,Low
620,UTTAR PRADESH,KANPUR NAGAR,2001,wife humiliated constantly in front of relatives,Medium
621,UTTAR PRADESH,KAUSHAMBI,2001,husband insulted wife daily with abusive words,Low
622,UTTAR PRADESH,KHIRI,2001,wife excluded from decision making always,Medium
623,UTTAR PRADESH,KUSHI NAGAR,2001,husband insulted wife cruelly during meetings,Low
624,UTTAR PRADESH,LALITPUR,2001,wife humiliated harshly every evening,Medium
625,UTTAR PRADESH,LUCKNOW,2001,husband insulted wife unfairly during holidays,Low
626,UTTAR PRADESH,MAHARAJGANJ,2001,wife excluded from discussions with family,Medium
